expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,IUM
36855,MUXOL JARABE,NOVAMED S.A.S.,INVIMA M-011602-R1,01/01/1999,25/04/2010,Vencido,36855,1,120.0,ESTUCHE CARTULINA POR UN FRASCO POR 120 ML DE VIDRIO TIPO IV COLOR AMBAR CON CUCHARA DOSIFICADORA,Inactivo,11/10/2006,25/04/2010,No,U,R03AK04,SALBUTAMOL Y OTROS FARMACOS PARA ENFERMEDAD OBSTRUCTIVA DE LA VIA AEREA,ORAL,B,SALBUTAMOL SULFATO EQUIVALENTE A 40.000 MG DE SALBUTAMOL BASE,mg,4800000.0,100 ML DE JARABE,JARABE,C.I. FARMACAPSULAS S.A.S,FABRICANTE,FABRICAR Y VENDER,
54427,NEURO -15 FOSFORO,LABORATORIOS INCOBRA S.A.,INVIMA M-005618,01/01/1999,04/09/2007,Vencido,54427,2,20.0,FRASCOS DE VIDRIO POR 20 CÁPSULAS BLANDAS.,Inactivo,11/10/2006,04/09/2007,No,U,SIN DATO,SIN DATO,ORAL,A,FOSFATIDALETANOLAMINA EQUIVALENTE A FÓSFORO,æg,8500000.0,CÁPSULA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
204933,URSOFALK® CAPSULAS,DR. FALK PHARMA GMBH,INVIMA 2018M-007373-R2,01/01/1999,19/06/2023,Vencido,204933,2,5.0,MUESTRA MEDICA: CAJA POR 5 CÁPSULAS.,Inactivo,11/10/2006,25/08/2016,Si,U,A05AA02,URSODEOXICOLICO ACIDO,ORAL,A,ACIDO URSODEOXICOLICO,mg,25000000.0,CAPSULA,CAPSULA DURA,LOSAN PHARMA GMBH - WERK NEUENBURG,FABRICANTE,IMPORTAR Y VENDER,
208697,CENTRUM SILVER TABLETAS,WYETH CONSUMER HEALTHCARE LTD.,INVIMA M-006085,12/11/1996,17/12/2006,Vencido,208697,6,100.0,FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 100 TABLETAS.,Inactivo,11/10/2006,17/12/2006,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,IODO,æg,15000000.0,TABLETA.,TABLETA CUBIERTA CON PELICULA,WYETH CONSUMER HEALTHCARE LTD.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER,
208697,CENTRUM SILVER TABLETAS,WYETH CONSUMER HEALTHCARE LTD.,INVIMA M-006085,12/11/1996,17/12/2006,Vencido,208697,7,130.0,FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 130 TABLETAS.,Inactivo,11/10/2006,17/12/2006,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,HIERRO,mg,400000.0,TABLETA.,TABLETA CUBIERTA CON PELICULA,LEDERLE LABORATORIES DIVISION AMERICAN CYANAMID COMPANY,FABRICANTE,IMPORTAR. ENVASAR Y VENDER,
1980578,6- COPIN® 1.6MG/2ML SOLUCIÓN INYECTABLE,LABORATORIOS BAGO DE COLOMBIAS.A.S,INVIMA 2008 M-009564-R2,01/01/1999,21/10/2018,Vencido,1980578,6,6.0,INSTITUCIONAL : CAJA POR 3SIN DATOAMPOLLASSIN DATOPORSIN DATO2SIN DATOML.,Inactivo,24/09/2009,21/10/2018,No,ml,A03FA04,BROMOPRIDA,INTRAMUSCULAR,A,CLOROFENOTIAZINILSCOPINA BASE,mg,160000.0,AMPOLLA DE 2 ML,SOLUCION INYECTABLE,VITROFARMA S.A. PLANTA N 8,FABRICANTE,FABRICAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,3,10.0,CAJAS CON FRASCOSIN DATOX 10 TABLETAS RECUBIERTAS.,Inactivo,11/10/2006,18/09/2015,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,NIACINAMIDA,mg,2000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,WYETH CONSUMER HEALTHCARE LTD.,IMPORTADOR,IMPORTAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,7,30.0,CAJAS CON FRASCOSIN DATOX 30 TABLETAS RECUBIERTAS.,Inactivo,11/10/2006,09/06/2016,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,SELENATO DE SODIO EQUIVALENTE A SELENIO,mcg,2000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER PFE COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,7,30.0,CAJAS CON FRASCOSIN DATOX 30 TABLETAS RECUBIERTAS.,Inactivo,11/10/2006,09/06/2016,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,TIAMINA MONONITRATO 98% (VITAMINA B1),mg,150000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,WYETH CONSUMER HEALTHCARE LTD.,IMPORTADOR,IMPORTAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,9,75.0,CAJAS CON FRASCOSIN DATOX 75 TABLETAS RECUBIERTAS.,Inactivo,11/10/2006,18/09/2015,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,ÁCIDO ASCORBICO(VITAMINA C),mg,6000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER CANADA INC.,FABRICANTE,IMPORTAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,9,75.0,CAJAS CON FRASCOSIN DATOX 75 TABLETAS RECUBIERTAS.,Inactivo,11/10/2006,18/09/2015,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,CLORURO DE POTASIO EQUIVALENTE A CLORURO,mg,7260000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER CANADA INC.,FABRICANTE,IMPORTAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,18,67.0,PREPACK(FRASCO POR 60 TABLETAS RECUBIERTASSIN DATO+ FRASCO POR 7 TABLETAS RECUBIERTAS),Inactivo,08/09/2011,18/09/2015,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,MOLIBDATO DE SODIO EQUIVALENTE A MOLIBDENO,mcg,7500000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER PFE COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,20,7.0,FRASCO HDPE X 7 TABLETAS RECUBIERTAS,Inactivo,08/09/2011,18/09/2015,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,VITAMINA K (FITONADIONA),mcg,1000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,WYETH CONSUMER HEALTHCARE LTD.,IMPORTADOR,IMPORTAR Y VENDER,
19916871,CENTRUM SILVER CON LUTEINA.,PFIZER S.A.S.,INVIMA 2011M-0000632-R1,18/10/2001,09/06/2016,Vencido,19916871,22,200.0,CAJA CON DOS FRASCOS POR 100 TABLETASSIN DATORECUBIERTAS C/U,Inactivo,17/04/2015,09/06/2016,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,SULFATO DE MANGANESO MONOHIDRATO EQUIVALENTE A MANGANESO,mg,200000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,WYETH CONSUMER HEALTHCARE LTD.,IMPORTADOR,IMPORTAR Y VENDER,
35609,RIFAMPICINA JARABE,COLOMBIANA DE SUMINISTROS MEDICOS HOSPITALARIOS LTDA - COLMED LTDA,INVIMA M- 011193 R1,01/01/1999,08/02/2009,Vencido,35609,1,120.0,CAJA CARTON 10 FRASCOS POR 120ML. VIDRIO COLOR AMBAR TIPO III,Inactivo,11/10/2006,08/02/2009,No,U,J04AB02,RIFAMPICINA,ORAL,B,RIFAMPICINA,g,200000.0,100 ML,JARABE,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
228921,NUTRITION SCIENCE HAIR FORMULA TABLETS,FEDCO S.A.,INVIMA M-013447,01/01/1999,08/10/2009,Vencido,228921,1,60.0,FRASCO PLASTICO EN POLIETILENO CON TAPA DE SEGURIDAD POR 60 TABLETAS,Inactivo,11/10/2006,08/10/2009,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,PANTOTENATO DE CALCIO EQUIVALENTE A ACIDO PANTOTENICO,mg,1140000.0,TABLETA,TABLETA,AGENCIA CONTINENTAL DE IMPORTACIONES S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19914230,TRIMERIL SUSPENSION,INDUSTRIA COLOMBIANA FARMACEUTICA - ICOFARMA S.A.,INVIMA 2001M-0000509,30/08/2001,09/07/2011,Vencido,19914230,1,60.0,FRASCO DE VIDRIO TIPO III. COLOR AMBAR POR 60 ML,Inactivo,11/10/2006,09/07/2011,No,U,J01EE01,SULFAMETOXAZOL Y TRIMETOPRIM,ORAL,E,TRIMETROPRIMA,g,0.8,100 ML.,SUSPENSION ORAL,SEVERIANO FERNÁNDEZS.A.S,FABRICANTE,FABRICAR Y VENDER,
19913330,MULTIVITAMINICO JARABE,ROCIPHAR S.A.S,INVIMA 2001M-0000493,22/08/2001,09/07/2011,Vencido,19913330,2,240.0,FRASCO POR 240ML,Inactivo,11/10/2006,09/07/2011,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,B,VITAMINA A,IU,5000000000.0,100ML,JARABE,LABORATORIO QUIMIFARMA DE COLOMBIA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19904374,MIRAVELLE ®TABLETAS.,GRÜNENTHAL COLOMBIANA S.A.,INVIMA 2010 M-13673 R1,01/01/1999,03/01/2020,Vencido,19904374,1,21.0,CAJA POR 21 TABLETAS EN BLISTER DE PVC/PVDC O EN BLISTER PP POLIPROPILENO.,Inactivo,11/10/2006,28/01/2010,No,U,G03CA53,ESTRADIOL COMBINACIONES,ORAL,A,ETINILESTRADIOL,mg,0.03,TABLETA,TABLETA CUBIERTA CON PELICULA,GEDEON RICHTER PLC,FABRICANTE,IMPORTAR Y VENDER,
19904842,MULTIVIT GESTANTES,PROCAPS S.A.,INVIMA M-13845,29/10/1999,11/10/2009,Vencido,19904842,2,50.0,CAJA X 50 CAPSULAS BLANDAS BLISTER X 10 CAPSULAS,Inactivo,11/10/2006,11/10/2009,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,SULFATO DE ZINC MONOHIDRATO EQIVALENTE A ZINC,mg,834000.0,CAPSULA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
19917203,VACUNA ADSORBIDA ANTIDIFTERICA Y ANTITETANICA PARA ADULTOS Y ADOLESCENTES.,LARYSA ANELS ROSAL ARELLANO,INVIMA 2002M-0000992,24/01/2002,02/07/2012,Vencido,19917203,2,10.0,FRASCO DE 20 DOSIS DE 10 ML. AMPOLLA POR 1 DOSIS DE 0. 5 ML,Inactivo,11/10/2006,02/07/2012,No,U,J07CA02,DIFTERIA-PERTUSIS-POLIOMIELITIS-TETANOS,PARENTERAL,S,TOXOIDE DIFTERICO,IU,200000.0,DOSIS DE 0.5 ML,SUSPENSION INYECTABLE,LARYSA ANELS ROSAL ARELLANO,IMPORTADOR,IMPORTAR Y VENDER,
19906340,VITAFULL KIDS MK TABLETAS MASTICABLES,TECNOQUIMICAS S.A.,INVIMA M-14381,05/09/2000,24/05/2010,Vencido,19906340,2,60.0,FRASCO DE POLIETILENO DE ALTA DENSIDAD X 60 TABLETAS.,Inactivo,11/10/2006,24/05/2010,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,BETACAROTENO EQUIVALENTE A VITAMINA A,mg,10000000.0,TABLETA,TABLETA,GENERAL NUTRITION INTERNATIONAL INC,FABRICANTE,IMPORTAR Y VENDER,
19908011,ENTEREX DIABETIC,VICTUS INC,INVIMA M-14441,29/05/2000,06/06/2010,Vencido,19908011,1,237.0,LATA POR 237 ML ( 8 ONZAS FLUIDAS) SABOR VAINILLA,Inactivo,11/10/2006,06/06/2010,No,ml,V06DB99,COMBINACION DE LÍPIDOS. CARBOHIDRATOS. PROTEINAS. MINERALES Y VITAMINAS,ORAL,B,ACIDO FOLICO,æg,4219410.0,100 ML,SOLUCION ORAL,GALAXIA MEDICA COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19908011,ENTEREX DIABETIC,VICTUS INC,INVIMA M-14441,29/05/2000,06/06/2010,Vencido,19908011,1,237.0,LATA POR 237 ML ( 8 ONZAS FLUIDAS) SABOR VAINILLA,Inactivo,11/10/2006,06/06/2010,No,ml,V06DB99,COMBINACION DE LÍPIDOS. CARBOHIDRATOS. PROTEINAS. MINERALES Y VITAMINAS,ORAL,B,NIACINA,mg,210970.0,100 ML,SOLUCION ORAL,J. M. SUMINISTROS MEDICOS S. EN C.,IMPORTADOR,IMPORTAR Y VENDER,
19908011,ENTEREX DIABETIC,VICTUS INC,INVIMA M-14441,29/05/2000,06/06/2010,Vencido,19908011,2,237.0,LATA POR 237 ML ( 8 ONZAS FLUIDAS) SABOR FRESA,Inactivo,11/05/2008,06/06/2010,No,ml,V06DB99,COMBINACION DE LÍPIDOS. CARBOHIDRATOS. PROTEINAS. MINERALES Y VITAMINAS,ORAL,B,PIRIDOXINA CLORHIDRATO,mg,0.2109,100 ML,SOLUCION ORAL,GALAXIA MEDICA COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19908011,ENTEREX DIABETIC,VICTUS INC,INVIMA M-14441,29/05/2000,06/06/2010,Vencido,19908011,3,237.0,LATA POR 237 ML ( 8 ONZAS FLUIDAS) SABOR CHOCOLATE,Inactivo,11/05/2008,06/06/2010,No,ml,V06DB99,COMBINACION DE LÍPIDOS. CARBOHIDRATOS. PROTEINAS. MINERALES Y VITAMINAS,ORAL,B,LECITINA,g,0.0717,100 ML,SOLUCION ORAL,VICTUS INC,FABRICANTE,IMPORTAR Y VENDER,
45045,LOCERYL® CREMA,GALDERMA DE COLOMBIA S.A.,INVIMA 2014M-014290-R2,01/01/1999,06/06/2019,Vencido,45045,1,1.0,CAJA CON TUBO COLAPSIBLE DE ALUMINIO X 20 G,Inactivo,11/10/2006,06/06/2019,No,U,D01AE16,AMOROLFINA,TOPICA (EXTERNA),D,AMOROLFINA CLORHIDRATO EQUIVALENTE A AMOROLFINA BASE,g,0.25,100G,CREMA TOPICA,LABORATOIRES GALDERMA S.A.,FABRICANTE,IMPORTAR Y VENDER,
19908587,BELOC 50 MG TABLETAS,FARMA DE COLOMBIA S.A.S.,INVIMA 2010 M-014576-R1,15/08/2000,23/09/2015,Vencido,19908587,1,2.0,PRESENTACION MUESTRA MEDICA: CAJA POR 2 TABLETAS EN BLISTER DE PVC-PVDC / ALUMINIO.,Inactivo,11/10/2006,23/09/2015,Si,U,C07AB02,METOPROLOL,ORAL,A,METOPROLOL TARTRATO,mg,5000000.0,TABLETA,TABLETA,ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER,
19907950,CLORURO DE SODIO AL 10% SOLUCION INYECTABLE,LABORATORIOS SANDERSON S.A.,INVIMA M-14370,05/05/2000,15/05/2010,Vencido,19907950,8,2000.0,CAJA CON 100 AMPOLLAS DE 20 ML. AMPOLLA DE VIDRIO NEUTRO O INCOLORO------ INYECTABLE. ESTUCHE DE CARTULINA CON O SIN ENVASE BLIS,Inactivo,11/10/2006,15/05/2010,No,ml,B05XA03,SODIO CLORURO,INTRAVENOSA,A,CLORURO DE SODIO,g,1000000.0,100 ML,INYECTABLES,PROCLIN PHARMA S.A,IMPORTADOR,IMPORTAR Y VENDER,
19907949,CLORURO DE POTASIO AL 10% SOLUCION INYECTABLE,LABORATORIOS SANDERSON S.A.,INVIMA M-14371,05/05/2000,15/05/2010,Vencido,19907949,4,25.0,ESTUCHE CON 5 AMPOLLAS DE 5 ML. (AMPOLLA DE VIDRIO HIDROLITICA CLASE I. INCOLORO.),Inactivo,11/10/2006,15/05/2010,No,ml,B05XA01,POTASIO CLORURO,INTRAVENOSA,A,CLORURO DE POTASIO,g,1000000.0,13.5 MEQ,SOLUCION INYECTABLE,LABORATORIOS SANDERSON S.A.,FABRICANTE,IMPORTAR Y VENDER,
19905382,GARMISCH SETRAX TABLETAS 50 MG.,GARMISCHPHARMACEUTICAL S.A.,INVIMA M-13904,22/11/1999,12/06/2009,Vencido,19905382,2,10.0,CAJA CARTULINA PLEGADIZA X 10 TABLETAS EN BLISTER ALUMINIO / PVC,Inactivo,11/10/2006,12/06/2009,No,U,N06AB06,SERTRALINA,ORAL,A,SERTRALINA CLORHIDRATO EQUIVALENTE A SERTRALINA,mg,5000000.0,TABLETA,TABLETA CUBIERTA CON PELICULA,A- Z PHARMA S. A.,FABRICANTE,FABRICAR Y VENDER,
19905382,GARMISCH SETRAX TABLETAS 50 MG.,GARMISCHPHARMACEUTICAL S.A.,INVIMA M-13904,22/11/1999,12/06/2009,Vencido,19905382,2,10.0,CAJA CARTULINA PLEGADIZA X 10 TABLETAS EN BLISTER ALUMINIO / PVC,Inactivo,11/10/2006,12/06/2009,No,U,N06AB06,SERTRALINA,ORAL,A,SERTRALINA CLORHIDRATO EQUIVALENTE A SERTRALINA,mg,5000000.0,TABLETA,TABLETA CUBIERTA CON PELICULA,BLISTECO S.A.,FABRICANTE,FABRICAR Y VENDER,
19904492,BETAMETASONA 4 MG. INYECTABLE,FORMAS GENERICAS FARMACEUTICAS S.A. FOGENSA S.A.,INVIMA M-13826,27/10/1999,08/09/2010,Vencido,19904492,1,1.0,CAJA POR 1 AMPOLLAS POR 1. 0ML. . VIDRIO BLANCO TIPO I.,Inactivo,11/10/2006,08/09/2010,No,U,H02AB01,BETAMETASONA,PARENTERAL,A,BETAMETASONA FOSFATO DISODICO (EQUIVALENTE A BETAMETASONA BASE),mg,400000.0,AMPOLLA DE 1 ML.,SOLUCION INYECTABLE,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19904492,BETAMETASONA 4 MG. INYECTABLE,FORMAS GENERICAS FARMACEUTICAS S.A. FOGENSA S.A.,INVIMA M-13826,27/10/1999,08/09/2010,Vencido,19904492,5,50.0,CAJA POR 50 AMPOLLAS POR 1. 0ML. . VIDRIO BLANCO TIPO I.,Inactivo,11/10/2006,08/09/2010,No,U,H02AB01,BETAMETASONA,PARENTERAL,A,BETAMETASONA FOSFATO DISODICO (EQUIVALENTE A BETAMETASONA BASE),mg,400000.0,AMPOLLA DE 1 ML.,SOLUCION INYECTABLE,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19902223,VITALUX CAPSULAS,NOVARTIS PHARMA AG,INVIMA 2001M-0000161,01/01/1999,07/06/2011,Vencido,19902223,1,30.0,CAJA POR 30 CAPSULAS EN BLISTER EN ALUMINIO/ PVC/PVDC. CADA BLISTER POR 15 CAPSULAS.,Inactivo,11/10/2006,07/06/2011,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,GLUCONATO DE ZINC EQUIVALENTEA ZINC,mg,1350000.0,CAPSULA,CAPSULA DURA,EXCELVISION,FABRICANTE,IMPORTAR Y VENDER,
19907098,FLUTIN CAPSULAS,LABORATORIOS PAULY PHARMACEUTICAL S.A.S,INVIMA 2010 M-14368 R1,05/05/2000,10/01/2021,Vencido,19907098,2,4.0,ESTUCHE DE CARTON POR 4 CAPSULAS EN BLISTER DE PVC INCOLORO MAS PAPEL ALUMINIO,Inactivo,11/10/2006,10/01/2021,No,U,N06AB03,FLUOXETINA,ORAL,A,FLUOXETINA CLORHIDRATOEQUIVALENTEA FLUOXETINA BASE,mg,2000000.0,CAPSULA,CAPSULA DURA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
21704,ORAL-B ENJUAGUE BUCAL SABOR MENTA,THE GILLETTE COMPANY,INVIMA 2005 M-002310-R1,01/01/1990,08/10/2015,Vencido,21704,2,350.0,FRASCO PET AMBAR CON TAPA DE POLIPROPILENO POR 350 ML.,Inactivo,11/10/2006,08/10/2015,No,ml,A01AB03,CLORHEXIDINA,ORAL,B,GLUCONATO DE CLORHEXIDINA,g,0.12,100 ML,SOLUCION ORAL,LABORATORIOS RETY DE COLOMBIA S.A.S RETYCOL S.A.S,FABRICANTE,FABRICAR Y VENDER,
19908546,TRILEPTAL 150 MG COMPRIMIDOS,NOVARTIS PHARMA AG,INVIMA M-014765,01/01/1999,17/10/2010,Vencido,19908546,8,50.0,CAJA CON 50 TABLETAS EN BLISTER DE PVC/PE/PVDC POR 10 TABLETAS CADA UNO.,Inactivo,11/10/2006,17/10/2010,No,U,N03AF02,OXCARBAZEPINA,ORAL,A,OXCARBAZEPINA,mg,15000000.0,TABLETA,TABLETA CUBIERTA CON PELICULA,NOVARTIS PHARMA STEINAG. PHARMACEUTICAL OPERATIONS SCHEWEIZ SOLIDS,FABRICANTE,IMPORTAR Y VENDER,
21357,BIOMINERAL TABLETAS,JORGE JAVIER HOLGUIN MARIN,INVIMA M-006222,26/02/1997,09/12/2007,Vencido,21357,1,120.0,FRASCO PLASTICO POR 120 TABLETAS,Inactivo,11/10/2006,09/12/2007,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,DICROMATO DE POTASIO,mg,0.1,TABLETA,TABLETA,LABORATORIOS MEDICK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
38660,NORFLOXACINO TABLETAS RECUBIERTA 400 MG,LABORATORIOS LA SANTÉ S.A.,INVIMA 2010 M- 011855 R2,01/01/1999,12/09/2015,Vencido,38660,6,6.0,CAJA POR 6 TABLETAS EN FOIL ALUMINIO.,Inactivo,30/03/2009,12/09/2015,No,U,J01MA06,NORFLOXACINA,ORAL,A,NORFLOXACINO,mg,40000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIOS LA SANTÉ S.A.,FABRICANTE,FABRICAR Y VENDER,
19901768,SIMVASTATINA TABLETAS 10 MG.,LABORATORIOS LA SANTÉ S.A.,INVIMA M-013258,01/01/1999,07/09/2009,Vencido,19901768,2,30.0,CAJA POR 30 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS C/U,Inactivo,11/10/2006,07/09/2009,No,U,C10AA01,SIMVASTATINA,ORAL,A,SIMVASTATINA,mg,1000000.0,TABLETA,TABLETA,LABORATORIOS LA SANTÉ S.A.,FABRICANTE,FABRICAR Y VENDER,
19904113,CONGESGRIP TABLETAS NOCHE,LABORATORIOS ANDROMACO LTDA,INVIMA M-13870,11/08/1999,19/11/2009,Vencido,19904113,9,30.0,CAJA PLEGADIZA DE CARTON POR 30 TABLETAS EN BLISTER ALUMINIO / PVC,Inactivo,11/10/2006,19/11/2009,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,DIFENHIDRAMINA CLORHIDRATO,mg,3000000.0,TABLETA,TABLETA,ALIMENTOS Y PRODUCTOS NATURALES LIMITADAALPRONAT LIMITADA,FABRICANTE,FABRICAR Y VENDER,
19902863,ARTREN INYECTABLE,MERCK S.A.,INVIMA M-013386,19/07/1999,30/07/2009,Vencido,19902863,3,3.0,CAJA DE CARTÀN POR 3 AMPOLLAS X 2 ML CADA UNA EN BLISTER. MµS JERINGAS DESECHABLES.,Inactivo,11/10/2006,30/07/2009,No,U,M01AB05,DICLOFENACO,PARENTERAL,A,DICLOFENACO SODICO,mg,7500000.0,AMPOLLA DE 2 ML,INYECTABLES,MERCK SHARP & DOHME DE MEXICO S.A. DE C.V.,FABRICANTE,IMPORTAR Y VENDER,
19902863,ARTREN INYECTABLE,MERCK S.A.,INVIMA M-013386,19/07/1999,30/07/2009,Vencido,19902863,4,5.0,CAJA DE CARTÀN POR 5 AMPOLLAS X 2 ML CADA UNA EN BLISTER. MµS JERINGAS DESECHABLES.,Inactivo,11/10/2006,30/07/2009,No,U,M01AB05,DICLOFENACO,PARENTERAL,A,DICLOFENACO SODICO,mg,7500000.0,AMPOLLA DE 2 ML,INYECTABLES,MERCK S.A.,IMPORTADOR,IMPORTAR Y VENDER,
29602,DOXICICLINA 100 MG. CAPSULAS,LABORATORIOS FARMACEUTICOS OPHALACS.A.,INVIMA M-001212-R2,01/01/1999,22/05/2009,Vencido,29602,5,500.0,CAJA POR 500 CÁPSULAS EN BLISTER DE ALUMINIO PVC POR 10 CÁPSULAS,Inactivo,11/10/2006,22/05/2009,No,U,J01AA02,DOXICICLINA,ORAL,A,DOXICICLINA CLORHIDRATO EQUIVALENTE ADOXICICLINA,mg,10000000.0,CAPSULA,CAPSULA DURA,LABORATORIOS FARMACEUTICOS OPHALACS.A.,FABRICANTE,FABRICAR Y VENDER,
19900782,SOLUVIT N,ROCHEM BIOCARE COLOMBIA S.A.S,INVIMA M-13863,11/04/1999,11/11/2009,Vencido,19900782,1,1.0,CAJA POR 1 VIALES. VIAL EN VIDRIO TIPO I. TAPON DE BUTILO Y TAPA FLIPP - OFF,Inactivo,11/10/2006,11/11/2009,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,PARENTERAL,A,NICOTINAMIDE,mg,4000000.0,VIAL,INYECTABLES,ROCHEM BIOCARE COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER,
19901346,PALADAC'S SUSPENSION,MCNEIL LA LLC,INVIMA 2003FE-0002919,05/11/1999,26/05/2009,Vencido,19901346,1,150.0,FRASCO DE VIDRIO ETIQUETADO COLOR AMBAR CON TAPA DE POLIPROPILENO CON EMPAQUE DE CARTON VINILITE CON 150 ML.,Inactivo,11/10/2006,26/05/2009,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,E,ERGOSTEROL IRRADIADO 4.0 MG. EQUIVALENTE A DE VITAMINA D,IU,500000.0,SUSPENSION,SUSPENSION ORAL,MCNEIL LA LLC,FABRICANTE,FABRICAR Y EXPORTAR,
